feature	Peptoniphilaceae	Oscillospiraceae	Lachnospiraceae	Campylobacteraceae	Phyllobacteriaceae	Pseudomonadaceae	Peptostreptococcaceae	Streptococcaceae	Clostridiaceae	Veillonellaceae	Enterobacteriaceae	Lactobacillaceae	Eubacteriales_unclassified_order	Anaerovoracaceae	Lysobacteraceae	Bacteroidaceae	Propionibacteriaceae	Moraxellaceae	Rhizobiaceae	Staphylococcaceae	Oxalobacteraceae	Eubacteriales.Family.XIII..Incertae.Sedis	Enterococcaceae	Pasteurellaceae	Planococcaceae	Corynebacteriaceae	Bacillaceae	Brucellaceae	Burkholderiaceae	Gemellaceae	Fusobacteriaceae	Tannerellaceae	Carnobacteriaceae	Prevotellaceae	Porphyromonadaceae	Sphaerotilaceae	Atopobiaceae	Yersiniaceae	Sphingomonadaceae	Aerococcaceae	Natronincolaceae	Erwiniaceae	Acidaminococcaceae	Pectobacteriaceae	Bruguierivoracaceae	Vibrionaceae	Actinomycetaceae	Microbacteriaceae	Morganellaceae	Methylobacteriaceae	Hafniaceae	Methylocystaceae	Comamonadaceae	Burkholderiales_unclassified_order	Selenomonadaceae	Aeromonadaceae	Filifactoraceae	Tissierellaceae	Neisseriaceae	Rhodocyclaceae	Flavobacteriaceae	Listeriaceae	Sterolibacteriaceae	Devosiaceae	Chromobacteriaceae	Weeksellaceae	Alcaligenaceae	Acetobacteraceae	Sphingosinicellaceae	Hyphomicrobiaceae	Micrococcaceae	Caulobacteraceae	Nitrobacteraceae	Nautiliaceae	Zoogloeaceae	Boseaceae	Hyphomicrobiales_unclassified_order	Stappiaceae	Erythrobacteraceae	Gallionellaceae	Nostocaceae	Beijerinckiaceae	Xanthobacteraceae	Blastochloridaceae	Paracoccaceae	Stellaceae	Roseobacteraceae	Azospirillaceae	Betaproteobacteria_unclassified_class	Synechococcaceae	Oscillatoriaceae	Zymomonadaceae	Rhodospirillaceae
2022_01_26_buffer_16S_pda_cell-lines	136	1	15	498	558	195	52	414	1	162	71	673	1	196	0	0	10	33	2	164	1370	59	112	16	0	0	1	4	40	0	426	0	92	0	0	1	6	200	792	63	12	176	1	2	1	0	0	1	3	72	13	0	2	0	19	4	21	3	0	0	7	0	0	1	0	0	129	1	13	0	1	0	2	0	0	0	0	3	1	0	1	0	0	0	55	0	0	0	1	0	0	0	0
2022_03_09_NTC 3_16S_pda_mice_kpc	0	0	0	0	9	3	0	65	10	0	4	0	0	0	0	0	0	0	1	0	4	0	0	1	0	0	2	5	23	0	0	0	0	0	0	3	0	0	1937	0	0	1	0	0	0	0	2	0	21	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	42	0	0	7	2	0	49	0	0	0	0	0	0	0	0	0	3	0	0	1	0
2022_03_09_NTC 4_16S_pda_mice_kpc	0	0	0	0	1	1	0	27	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	599	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	9	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_03_09_NTC 5_16S_pda_mice_kpc	0	0	0	0	0	6	0	0	8	0	13	2	0	0	0	0	15	0	0	11	0	0	14	2	0	0	3	9	4	0	0	0	0	0	0	3	0	0	2751	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	17	31	0	0	0	2	0	48	0	0	0	0	0	0	0	0	0	1	0	0	3	0
2022_03_09_NTC 6_16S_pda_mice_kpc	0	0	0	0	0	3	0	19	10	0	0	1	0	0	0	0	14	10	0	50	0	0	19	0	0	0	1	7	3	0	0	0	0	0	0	2	0	0	2267	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	2	0	0	10	34	0	0	1	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_03_09_NTC 7_16S_pda_mice_kpc	0	0	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	5	1	10	0	0	13	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1584	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	14	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2022_03_09_NTC 8_16S_pda_mice_kpc	0	0	0	0	48	4	0	15	6	0	0	1	0	0	0	0	0	12	11	1	40	0	20	1	0	0	2	8	25	0	0	0	1	0	0	2	0	3	2234	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	51	0	0	26	9	0	44	0	0	0	1	0	1	0	0	0	14	0	0	0	0
2022_03_17_2_16S_pda_human_ffpe	0	0	0	0	0	0	0	1137	0	0	0	0	0	0	200	0	0	638	0	227	0	0	1	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	3495	0	0	0	0	0	0	0	0	0	1	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	30	7	94	214	4	0	0	0	2	0	22	0	2	0	2	0	0	0	0	0	0	0	0	3	0
2022_03_17_3_16S_pda_human_ffpe	0	0	0	0	7	0	0	0	0	0	0	26	0	0	676	0	42	22	3	239	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1950	0	0	0	0	0	0	0	0	0	0	83	0	2	0	3	0	0	0	0	0	1	0	1	2	0	0	0	0	36	8	10	0	247	11	0	1	7	6	1	18	0	0	5	7	0	0	0	0	0	0	0	0	1	0
2022_03_17_4_16S_pda_human_ffpe	165	0	0	6	0	0	0	0	0	0	0	10	0	0	468	0	6	35	3	289	3	0	38	0	4	0	4	1	7	0	0	0	56	0	0	1	0	0	2056	1	0	0	0	0	0	0	0	0	0	1	0	8	0	6	0	0	0	0	0	57	0	1	4	1	1	0	6	0	13	17	0	435	13	0	47	0	7	0	15	8	1	0	6	2	0	0	0	0	9	0	0	0	2
2022_03_17_5_16S_pda_human_ffpe	12	0	0	0	0	14	0	0	0	0	0	0	0	0	733	0	3	17	1	14	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1917	0	0	0	0	0	0	0	0	0	0	43	0	0	1	7	0	0	0	0	0	5	0	0	3	0	0	0	0	0	6	5	0	592	1	0	5	0	0	0	15	2	2	0	2	0	1	0	0	0	3	0	0	1	0
2022_03_17_1 1_16S_pda_human_ffpe	0	0	0	0	0	47	0	1	0	0	0	0	0	0	0	0	0	117	0	0	76	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2818	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1	0	72	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	2	0
2022_03_17_6_16S_pda_human_ffpe	0	0	0	0	2	0	0	51	0	0	0	0	0	0	219	0	2	7	0	93	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1415	0	0	0	0	0	0	0	0	0	0	74	0	3	0	0	0	0	0	0	0	6	0	0	1	0	0	0	1	0	6	2	0	265	1	0	8	0	1	0	23	1	1	0	0	1	66	0	1	0	2	0	0	0	1
2022_03_17_1 3_16S_pda_human_ffpe	0	0	0	0	0	28	0	158	0	0	0	0	0	0	0	0	14	0	0	120	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2022_06_02_P1263-21_16S_pda_human_ffpe	0	0	0	0	0	18	0	3	63	0	0	0	0	0	0	0	1	1	0	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	347	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	688	0	20	0	0	1	1	0	0
2022_06_02_P19034-20_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	42	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_06_02_P29041-20_16S_pda_human_ffpe	2	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	1758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	1	0	0	5	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_06_02_P6463-21_16S_pda_human_ffpe	0	0	0	0	0	29	0	0	0	0	4356	0	0	0	13	0	0	28	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	311	0	0	16	0	2	4	3	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_06_02_P7019-21_16S_pda_human_ffpe	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1550	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_06_02_P29577-21_16S_pda_human_ffpe	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	258	0	3	0	0	0	0	0	0
2022_06_02_P14240-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	0	41	0	0	43	0	0	454	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	20	0	0	0	0	0	0	1	0	0	0	0	0	16	0	0	0	0	0	0	0	0
2022_06_02_P8117-21_16S_pda_human_ffpe	0	0	0	0	0	40	0	2027	0	0	54	0	0	0	2	0	62	189	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519	0	0	0	0	0	0	0	0	0	0	12	1	0	5	0	18	0	0	0	0	0	0	0	0	0	0	3	0	0	7	4	0	31	1	0	0	0	5	0	2	0	0	7	0	0	0	0	0	1	0	0	0	0	0
2022_06_02_P2857-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	2362	0	16	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0
2022_06_02_P23469-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	247	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1
2022_06_03_P22028-21_16S_pda_human_ffpe	38	0	7	0	1	0	0	0	0	0	0	32	0	0	0	0	32	468	0	0	11	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	20	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	3	0	0
2022_06_03_P427-21_16S_pda_human_ffpe	0	0	0	0	0	1	49	16	0	0	4	0	0	0	0	0	28	547	2	287	178	0	15	4	0	0	14	4	0	0	0	0	0	0	0	25	0	0	5090	0	0	0	0	0	0	0	0	0	0	18216	1	2	33	1	0	0	0	0	6	0	0	0	0	10	0	0	4	53	6	0	67	0	5	0	0	78	1	1	1	0	131	0	3	2	427	7	10	0	0	0	7	1	0
2022_06_03_P31311-21_16S_pda_human_ffpe	0	0	0	0	1	0	0	0	0	0	0	0	0	0	157	0	0	1006	0	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	14	0	0	36	0	0	0	0	0	0	2	0	4	0	0	0	663	0	12	0	0	0	6	0	0
2022_06_03_P13553-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	702	0	7	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	13	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	1063	0	13	0	0	0	0	0	0
2022_06_03_P16884-21_16S_pda_human_ffpe	0	0	0	0	0	48	0	83	0	0	0	0	0	0	0	0	0	976	5	15	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	114	0	0	1924	0	0	0	0	0	0	0	0	0	1	1	0	0	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	89	0	0	0	0	0	5	0	1	0	0	0	2	0	0	0	0	0	0	1	0
2022_06_03_P27673-20/P32032-21_16S_pda_human_ffpe	0	0	0	0	0	13	0	0	0	0	0	9	0	0	0	0	1	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1097	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	16	0	0	184	0	0	0	1	0	0	2	0	0	0	0	0	526	0	11	0	0	0	0	0	0
2022_06_03_P21305-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	127	651	0	25	349	0	0	7	2	0	64	0	0	0	0	0	0	0	0	0	0	0	857	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	1	0
2022_06_03_P9034-21 _16S_pda_human_ffpe	0	0	0	0	0	0	0	196	0	0	0	74	0	0	0	0	6	130	0	28	0	0	0	90	0	0	0	0	2	0	0	0	0	0	0	8	0	0	1990	0	0	0	0	0	0	0	0	0	6	0	0	0	2	18	0	0	0	0	2	8	0	0	10	0	0	0	0	160	40	0	0	20	0	0	4	0	0	0	2	2	2	0	0	0	0	0	0	0	6	0	0	2	0
2022_06_03_P985-22_16S_pda_human_ffpe	0	0	0	0	0	0	0	12	0	0	2	274	0	0	0	0	398	654	66	734	344	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2856	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	12	0	4	578	2	0	0	0	0	0	18	0	0	0	0	0	58	0	0	0	0	0	0	2	0
2022_06_03_P1263-21_16S_pda_human_ffpe	18	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	1368	1750	2	0	386	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	30	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	90	0	4	0	0	6	0	2	0
2022_06_03_P13317-20_16S_pda_human_ffpe	0	0	58	0	0	44	0	0	0	0	10	6	0	0	42	0	70	2564	0	86	0	0	0	6	0	0	128	0	0	0	0	0	0	0	0	0	0	28	1826	0	0	0	0	0	0	4	0	0	0	38	0	0	2	0	0	2	0	0	0	0	284	0	0	0	0	32	0	0	16	0	0	38	12	0	0	0	0	0	40	0	0	0	0	0	48	0	0	0	0	0	0	0	0
2022_06_03_P13754-20_16S_pda_human_ffpe	0	0	0	0	0	0	0	42	0	0	530	2	0	0	0	0	182	1016	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3462	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	104	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0
2022_06_03_P19034-20_16S_pda_human_ffpe	0	0	0	0	0	20	0	242	0	0	0	0	0	0	86	0	0	928	0	286	0	0	0	0	0	0	2	0	0	0	0	0	10	0	0	0	0	0	1936	0	0	0	0	0	0	0	0	18	0	24	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	26	6	0	0	8	0	0	0	0	0	30	0	10	0	0	0	0	0	0	0	0	0	12	0	4
2022_06_03_P29041-20_16S_pda_human_ffpe	72	0	0	0	2	0	0	338	0	0	0	0	0	0	0	0	2	2314	4	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4642	0	0	0	0	0	0	0	0	0	0	22	0	42	0	0	0	0	0	0	0	0	0	0	0	2	0	0	26	0	58	160	0	24	112	0	0	0	12	0	18	0	0	20	44	2	278	0	8	0	0	0	0	2	0
2022_06_04_P6463-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	63	0	34	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_06_04_P7019-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	0	0	0	0	0	74	0	0	0	0	0	56	0	0	0	0	0	0	0	0	818	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_06_04_P29577-21_16S_pda_human_ffpe	0	0	1	0	0	0	0	16	0	0	0	0	0	0	6	0	3	117	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	23	3	1	0	0	0	0	0	2	0	0	0	1	0	911	0	2	0	1	0	0	0	0
2022_06_04_P14240-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	85	1	0	0	0	0	0	0	22	0	3	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	1	0	0	0	4	38	0	0	0	0	0	0	0	0	1	0	0	0	0	0	23	0	0	0	0	0	0	0	0
2022_06_04_P8117-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	2029	1	0	0	0	0	36	18	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	114	0	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2022_06_04_P2857-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	243	0	0	0	2	0	0	47	0	0	8	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	61	0	0	0	0	0	0	3	0	1	0	0	0	15	0	0	0	0	0	0	0	0
2022_06_04_P23469-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	154	0	1	11	0	0	17	1	0	0	0	1	0	0	0	0	0	0	0	0	0	598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	8	0	1	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022_06_04_P427-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	556	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	759	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	12	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	37	0	1	0	0	0	0	0	0
2022_06_04_P31311-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	15	0	9	0	0	0	0	43	307	0	0	140	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	19	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	2	0	0	0	0	1	0
2022_06_04_P13553-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	0	176	0	0	55	0	3	64	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	89	83	0	0	1	0	0	1	0	5	0	0	0	74	0	1	0	0	0	0	0	0
2022_06_04_P16884-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	422	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	70	0	0	0	0	0	0	1	0	0	0	0	0	117	0	2	0	0	0	0	0	0
2022_07_13_P32032-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	864	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	33	0	0	1	0	0	28	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0
2022_07_13_P21305-21_16S_pda_human_ffpe	0	0	0	0	0	0	0	206	0	0	0	0	0	0	4	0	263	1	1	390	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	3	0	0	1	3	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0
2022_07_13_P9034-21_16S_pda_human_ffpe	19	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	49	16	0	32	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	32741	0	0	0	0	0	0	0	0	0	0	1526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	0	0	5	0	1	0	0	0	14	0	1	0	0	0	0	0	0
2024_02_21_PDAML265_16S_pda_human_ffpe	466	0	0	0	23	0	0	2865	0	157	223	1050	0	1	1919	0	1916	249	16	1308	5	0	0	0	0	0	51	18	2	0	0	0	0	0	0	180	0	1	8324	63	0	1	0	0	0	0	0	0	0	37	0	0	997	263	0	0	0	0	132	18	0	0	6	0	0	12	3	0	2	4	13	255	0	0	11	1	0	0	7	0	135	0	0	0	1012	0	1	6	1	161	9	0	0
2024_02_21_PDAUS300_16S_pda_human_ffpe	1	0	0	0	0	0	0	1378	0	1	5	0	0	0	1739	0	3	38	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	318	0	0	50	0	0	0	0	0	0	0	0	1	0	282	148	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	24	1	0	0
2024_02_21_PDAMW304_16S_pda_human_ffpe	219	202	66	0	1	0	0	295	0	17	0	0	2	0	137	0	242	0	2	472	2	0	5	0	0	0	104	0	42	433	0	0	0	0	0	111	0	0	22393	182	0	0	0	0	0	0	37	0	14	1	0	0	386	118	0	0	0	0	1	2	0	0	51	0	0	0	68	2	15	30	0	6	0	1	24	1	0	0	85	9	8	0	1	0	0	0	0	2	0	5	0	0	6
2024_02_21_PDARD123_16S_pda_human_ffpe	891	0	0	0	1	255	0	40	0	545	451	158	0	0	43	0	34	408	0	1224	3	0	0	0	0	0	0	0	6	0	0	0	0	63	0	562	0	0	1585	0	0	0	0	1	0	0	0	0	48	0	0	0	554	473	1	0	0	0	11	0	0	0	0	2	0	0	0	0	0	755	0	3	396	1	0	0	0	0	1	0	12	0	3	0	0	0	0	7	0	15	0	0	0
2024_02_21_PDADE148_16S_pda_human_ffpe	4	0	0	0	0	27	0	189	0	0	0	0	0	0	226	0	199	0	0	488	0	0	0	0	0	0	0	0	0	366	0	0	0	0	0	87	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	272	113	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2024_02_21_PDAMD158_16S_pda_human_ffpe	0	0	0	0	0	3	0	1196	0	0	0	0	0	0	843	0	512	66	1	4	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	238	0	0	203	0	0	0	0	0	0	0	0	0	0	18	0	2	150	235	0	0	0	0	3	33	0	0	4	0	0	0	0	73	0	188	0	553	72	0	1	3	0	0	3	0	26	4	4	2	0	0	0	3	1	33	0	0	0
2024_02_21_PDACJ160_16S_pda_human_ffpe	0	0	0	0	0	0	0	34	0	0	0	0	0	0	97	0	17	6	0	144	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	202	0	0	0	0	0	0	0	0	0	0	1	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024_02_21_PDAEF279_16S_pda_human_ffpe	60	0	0	0	0	0	0	2368	0	54	0	46	0	0	120	0	1	3	0	183	216	0	0	0	0	0	0	0	0	189	0	0	0	0	0	125	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	156	91	0	0	0	0	1	0	0	0	1	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024_02_21_PDAUG295_16S_pda_human_ffpe	408	0	16	0	2	0	0	847	0	0	0	0	0	0	1048	0	10	95	1	42	3	0	0	72	0	0	0	0	1	0	0	0	0	0	0	435	0	0	1528	0	0	0	0	0	0	0	0	8	0	173	0	3	231	321	0	0	0	0	4	0	0	0	0	8	0	0	2	108	1	7	0	34	0	0	0	0	12	0	3	3	3	1	2	1	72	0	0	0	0	0	3	0	0
2024_02_21_PDAMH296_16S_pda_human_ffpe	131	0	53	290	0	0	0	7912	1	1242	6	416	0	0	75	0	1	2	0	10	0	5	150	2768	0	0	2	0	13	0	18	0	36	331	0	4	28	9	55847	56	0	0	0	1	0	14	15	0	0	184	0	0	8	1	12	0	1	0	3	0	0	0	0	0	0	0	10	1	1	9	5	11	21	0	0	0	0	0	10	3	0	0	5	0	29	0	1	14	0	0	0	0	10
2024_02_21_PDAUD183_16S_pda_human_ffpe	0	0	0	0	0	282	0	116	0	0	0	0	0	0	192	0	278	6	0	0	3	0	1	1	0	0	0	0	1	0	0	0	0	0	0	330	0	0	83	0	0	0	0	0	0	0	0	0	0	33	0	0	517	324	0	0	0	0	3	5	0	0	7	0	0	0	1	0	1	0	0	0	106	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024_02_21_PDAAB178_16S_pda_human_ffpe	121	0	0	0	10	15	2	3787	0	0	1	1	0	0	33	0	504	27438	119	365	1262	59	105	0	0	24	0	1	0	0	0	0	17	0	0	111	0	0	2080	37	0	0	0	0	0	0	0	11	0	1406	0	0	341	132	0	0	0	0	252	0	0	0	3	0	0	134	1	0	14	1	0	3598	4	0	5	1	0	4	6	0	0	0	2	14	4011	0	0	0	0	0	0	0	0
